user_id	title	init_board	kifu	init_turn	start_move	black_user_name	white_user_name	begin_text	end_text	sort	tags	comments
1	XOT初期盤面 No.36		F5F4D3F6G6H6F7C2		8					36	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.37		F5F4G3G4F3E6F6G6		8					37	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.38		F5F4C3C4F3F6C5B6		8					38	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.39		F5D6C6F6F7E3D7C7		8					39	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.40		F5D6C3F4E6G5C6D7		8					40	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.41		F5D6C3F4E6G5C6D3		8					41	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.42		F5D6C3F4E6G5C6E3		8					42	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.43		F5D6C3F4F6F3C7F7		8					43	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.44		F5D6C4D3C7F3F4D7		8					44	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.45		F5F6D3F4G5C4C3C6		8					45	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.46		F5F6F7F4C3E6D3G8		8					46	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.47		F5D6C3F4F3G3F6E3		8					47	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.48		F5D6C6B6C3D3C2F4		8					48	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.49		F5F4E3D2G4D6C6G5		8					49	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.50		F5D6C7D7C6B6E7F4		8					50	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.51		F5D6C4D3C7F3F4B3		8					51	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.52		F5F6D3G5E6D6F7F8		8					52	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.53		F5D6C3F3E3D3C7F6		8					53	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.54		F5F6E6D6C5G4C7F4		8					54	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.55		F5D6C4F3D3D2C2B3		8					55	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.56		F5F4E3D2G4D6C6E6		8					56	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.57		F5D6C7D7C5F6D8B5		8					57	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.58		F5D6C7D7C5F6D8B6		8					58	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.59		F5D6C6B6D7E6E7F4		8					59	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.60		F5D6C4D3C7F4C5D7		8					60	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.61		F5F4C3D6D3E3F6B3		8					61	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.62		F5D6C3F4E6F6D7C7		8					62	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.63		F5F4E3D2D3C4D1G6		8					63	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.64		F5F4G3F6D3F3D6C5		8					64	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.65		F5D6C3D3C5G6G5F4		8					65	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.66		F5D6C7G5C4C3C2B3		8					66	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.67		F5F4G3E6D6G4F7E7		8					67	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.68		F5F4E3D2G4G5C3F6		8					68	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.69		F5F4D3C4E3D6C6G5		8					69	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.70		F5D6C3D3E3F4G5D2		8					70	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.71		F5D6C5B4C3D3C2D2		8					71	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.72		F5D6C3D3E3F4G5G3		8					72	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.73		F5D6C4F3F4B3D7E6		8					73	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.74		F5F4C3E6D3C5C6G4		8					74	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.75		F5F4E3D6E6D2G3F3		8					75	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.76		F5D6C4F3F4B3D7F6		8					76	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.77		F5D6C6B6C3D3C2D2		8					77	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.78		F5D6C4G5C6E3F2C5		8					78	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.79		F5D6C3D3C5G6G5G4		8					79	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.80		F5F4G3E6D7G6F6C6		8					80	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.81		F5F4E3F2C4D6D7G5		8					81	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.82		F5F4G3G6G5G4E3E6		8					82	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.83		F5F4G3F6F3D6C5B4		8					83	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.84		F5F6C4E3F4G3F7C5		8					84	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.85		F5F4F3G4H5C6C5F2		8					85	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.86		F5D6C5F4E3F6G4C3		8					86	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.87		F5F4E3F6G5G4D3D2		8					87	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.88		F5D6C4D3C3F4G4B5		8					88	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.89		F5F6C4G5H5H4H3F4		8					89	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.90		F5D6C3F3E3G5G6D3		8					90	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.91		F5D6C5F6F7B4C3D2		8					91	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.92		F5F4C3C6D3C4F3E2		8					92	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.93		F5F4E3D2C3D6E2G5		8					93	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.94		F5F4G3G6F3G4G5C6		8					94	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.95		F5D6C5F6F7B4C3E3		8					95	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.96		F5D6C7F6E6G5C6E7		8					96	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.97		F5F4F3G4G3E6G5H4		8					97	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.98		F5D6C7F4F3D7C5B6		8					98	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.99		F5D6C4B3C7D7C6B6		8					99	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.100		F5F4G3E6D6F6D7C7		8					100	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.101		F5F4E3D2C3C5E1E6		8					101	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.102		F5D6C7F6E6G5C6C5		8					102	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.103		F5F4G3C6C5F6E3G6		8					103	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.104		F5F4G3C6C5F6E3G5		8					104	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.105		F5F4C3C6E3F6D6C5		8					105	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.106		F5F4C3C6E3F6D6C4		8					106	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.107		F5F4E3F2F3G3D3G5		8					107	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.108		F5D6C3D3C2F4F6F7		8					108	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.109		F5D6C4D3C3F4F3G6		8					109	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.110		F5F4G3G6F6D6E3F3		8					110	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.111		F5D6C3G5D7C5B6C7		8					111	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.112		F5F4E3D6G5G3C5F6		8					112	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.113		F5D6C5F4F3E3E7B6		8					113	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.114		F5D6C4D3C6B6C7F4		8					114	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.115		F5F4C3C4D3E2D2C2		8					115	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.116		F5F6E6D6D7F3E3D3		8					116	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.117		F5F6C4E3F7G5H4F8		8					117	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.118		F5D6C5F4D7B6B4C6		8					118	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.119		F5D6C4D3C6B6C7E6		8					119	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.120		F5F6F7F4F3G4H5G7		8					120	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.121		F5D6C3F4F6C4G3C2		8					121	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.122		F5D6C5F4D7B6B4B5		8					122	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.123		F5D6C3F3C5C4E3C2		8					123	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.124		F5F4E3F2C3F6G6C4		8					124	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.125		F5F6E6D6D7F3E3F4		8					125	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.126		F5D6C4F4C6D3C2B6		8					126	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.127		F5F6F7E3F3D6C5B4		8					127	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.128		F5F4E3F6C5E2G5E6		8					128	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.129		F5D6C4D3C6B6C7B5		8					129	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.130		F5F6C4C5D6E3B5C6		8					130	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.131		F5D6C3F4E6F6E7D3		8					131	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.132		F5F4E3F2D3E6F7C2		8					132	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.133		F5D6C4F3E6F6E7D3		8					133	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.134		F5F6C4C5C6B5A6C7		8					134	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.135		F5F6C4F4G4C3E6B4		8					135	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.136		F5F6E6D6C4G5G6C3		8					136	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.137		F5D6C4F4E6D3C7F7		8					137	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.138		F5D6C7G5G6F4F3D7		8					138	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.139		F5F6E6D6C4G5G6D3		8					139	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.140		F5D6C4F3E6F6E7E8		8					140	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.141		F5F4G3G4F3E6C3C5		8					141	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.142		F5F4E3D6C4E2D7G6		8					142	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.143		F5D6C5F6D7D8E7E3		8					143	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.144		F5D6C4F3E6F6E7F8		8					144	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.145		F5F4C3C4G3E6D3G5		8					145	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.146		F5D6C4F3E6F6E7G6		8					146	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.147		F5D6C5F6E7E3F4B6		8					147	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.148		F5D6C5B4C7F4G3D7		8					148	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.149		F5F6C4G5E6D3F4E3		8					149	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.150		F5D6C4D3C7F3E3B5		8					150	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.151		F5F4G3C6C5F6F3G5		8					151	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.152		F5F4G3D6D3D2C2G5		8					152	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.153		F5F4G3F6F3D6C4B3		8					153	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.154		F5F4C3C6D6C7D7E8		8					154	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.155		F5F4E3D2F3G4H3G6		8					155	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.156		F5F4E3D2F3G4H3G3		8					156	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.157		F5D6C7D7C6B5D3F4		8					157	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.158		F5F6C4G5E6C5B6D3		8					158	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.159		F5F6C4C5C6C3E6F4		8					159	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.160		F5F4F3F6D6G4H5G6		8					160	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.161		F5F6C4C5B6C3E3B5		8					161	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.162		F5D6C3F4E6F6E7F8		8					162	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.163		F5D6C6F6C4C3E6F4		8					163	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.164		F5F6C4G5E6D3D2C3		8					164	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.165		F5F6C4C5B6C3E3E2		8					165	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.166		F5F4D3C4B5G6F3B4		8					166	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.167		F5F4C3C6E3G5F6D3		8					167	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.168		F5D6C3F3C5C4E3F4		8					168	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.169		F5F4F3G4G3E6D6C5		8					169	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.170		F5D6C5B4C7F4G3G5		8					170	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.171		F5F6D3E3F4F3E2E1		8					171	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.172		F5D6C7F4C5F6E3C4		8					172	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.173		F5D6C7F3E3F6C6D7		8					173	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.174		F5F4D3C4C3E2G3C2		8					174	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.175		F5F4C3C6E3G5F6F3		8					175	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.176		F5D6C3G5G6E3C5B6		8					176	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.177		F5F6C4C5C6C3E6B6		8					177	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.178		F5F4E3D2F3G4H3D6		8					178	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.179		F5D6C6B6C3F3D7C4		8					179	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.180		F5F4C3C6D3C4E3F2		8					180	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.181		F5F6E6D6C6C4B4B3		8					181	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.182		F5F6D3F4G5H4H5C4		8					182	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.183		F5F4E3D2G4G5C4F6		8					183	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.184		F5D6C4F3C5G6E3F4		8					184	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.185		F5F4F3F6D6G4E3E6		8					185	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.186		F5F4G3G6D3F3E3C2		8					186	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.187		F5F6E6D6C4D3E2E3		8					187	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.188		F5F4C3C4C5B4A3C2		8					188	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.189		F5F6F7C5C3E3C4C2		8					189	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.190		F5F4D3C4E3F6B3D2		8					190	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.191		F5F4D3C4C3C6B5B3		8					191	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.192		F5D6C4F4C6C3D3C5		8					192	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.193		F5F4D3F6G6C4G3D2		8					193	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.194		F5D6C4D3C5F6D7G6		8					194	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.195		F5F4C3D6D3C4F3G3		8					195	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.196		F5F4G3E6D6G4F6C5		8					196	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.197		F5D6C6F4D3C5D7C3		8					197	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.198		F5D6C5F4F3E3D7B6		8					198	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.199		F5F4D3F6G6C4G3E2		8					199	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.200		F5F4E3F2E2F6G5H4		8					200	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.201		F5F4E3D6E6D2G4G5		8					201	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.202		F5F4E3F2E2F6G5G4		8					202	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.203		F5F6D3C5E6F7F8G5		8					203	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.204		F5D6C6F4D3C3D7G5		8					204	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.205		F5F6D3C5C6C7B5C4		8					205	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.206		F5F4F3F6D6G4H5H4		8					206	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.207		F5F4D3C4C3E6B4B3		8					207	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.208		F5F6C4C5D6E3B4F4		8					208	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.209		F5F4C3C4G3E6D3E2		8					209	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.210		F5F4E3D2C3D6E1C4		8					210	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.211		F5F4E3D2E2D6C2F2		8					211	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.212		F5D6C5F4E3C6D3G5		8					212	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.213		F5D6C4G5E6C5G4E7		8					213	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.214		F5F6D3C5E6F7E7G5		8					214	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.215		F5F4C3F6G5D6F3D3		8					215	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.216		F5D6C7G5D3C5F6D7		8					216	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.217		F5F4G3F6D3C5D6C3		8					217	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.218		F5F4D3C4C3C6B5G5		8					218	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.219		F5F4G3E6F7C6D6G4		8					219	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.220		F5F4C3C6G3D3C4G6		8					220	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.221		F5D6C7F6F7G5G6E7		8					221	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.222		F5F6D3C5F7D2C2F3		8					222	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.223		F5F4C3D6D3C4F3E2		8					223	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.224		F5F4D3C4C3E6B4G6		8					224	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.225		F5F4D3C4C3E6B4G5		8					225	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.226		F5F6D3C5B6C3E3E2		8					226	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.227		F5F4E3F2G4H4C3F6		8					227	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.228		F5F6D3F4G4C2G5C3		8					228	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.229		F5D6C5B4C7F6A3D7		8					229	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.230		F5F6E6D6C4F4G4B3		8					230	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.231		F5F6E6D6D7F3E3G5		8					231	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.232		F5F4C3C4C5B4A3G6		8					232	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.233		F5F4D3F6G6C4G3C2		8					233	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.234		F5F4E3F2G4D6C3F3		8					234	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.235		F5F6D3E3F3E2D1C6		8					235	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.236		F5D6C4B3C5E6C7F4		8					236	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.237		F5F4C3E6G4E3D6H4		8					237	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.238		F5D6C5B4C7F6A3B6		8					238	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.239		F5F4C3D6D3C4F3D2		8					239	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.240		F5F4D3C4G3D2F3D6		8					240	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.241		F5F4C3C6D3D2G4B3		8					241	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.242		F5D6C3F4E6F3C6G5		8					242	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.243		F5F4G3E6D6C6E3G4		8					243	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.244		F5F4E3F6D3C2G5C6		8					244	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.245		F5F4D3C4F3D6C3D2		8					245	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.246		F5F4E3F6G5F2D3C5		8					246	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.247		F5D6C7F6C6G5G6H6		8					247	XOT初期盤面,ランダムオープニング	""
1	XOT初期盤面 No.248		F5F4C3D6F3G3H3C5		8					248	XOT初期盤面,ランダムオープニング	""
